Candidate ID|Office ID|Election ID|Office Name|Allowed Votes|Candidate First Name|Candidate Last Name|Candidate Credentials|Candidate Bio
1977|796|313|President|1|Elizabeth|Dean|DVM|With a passion for innovation and a commitment to excellence, this individual has dedicated their career to pushing the boundaries of technology. Their pioneering work in the field of artificial intelligence has led to breakthroughs that have revolutionized industries ranging from healthcare to finance. With a relentless drive for problem-solving and a keen eye for detail, they continue to be at the forefront of cutting-edge research, shaping the future of technology for generations to come.
1978|797|313|Treasurer|1|Jean|Welch||
1979|797|313|Treasurer|1|Kathryn|Stephens||
1980|797|313|Treasurer|1|Robert|Adams|DO|
1981|798|314|President|1|Alice|Ross||
1982|798|314|President|1|Vicki|Day|MPH|
1983|798|314|President|1|Linda|Duncan|DO|
1984|798|314|President|1|Patrick|Montgomery|MA|
1985|799|314|Treasurer|1|Robert|Wells||
1986|800|314|Vice President|2|Doris|Robinson|BSc|
1987|800|314|Vice President|2|John|Nelson|MSLIS|
1988|801|315|Treasurer|1|Harold|Reed|RN|With a background in healthcare and a passion for serving others, this individual has devoted their life to improving the well-being of their community. Whether it's providing compassionate care to patients in need or advocating for policies that promote public health, they have consistently demonstrated a commitment to making a difference. Their unwavering dedication to their profession and their tireless efforts to address the evolving needs of society have earned them the respect and admiration of colleagues and peers alike.
1989|801|315|Treasurer|1|Scott|Griffin|DDS|
1990|801|315|Treasurer|1|Richard|Reynolds|OD|
1991|801|315|Treasurer|1|Samuel|Fuller|DC|
1992|802|315|Secretary|1|Sandra|Brown|MSW|
1993|802|315|Secretary|1|Brenda|Richardson||
1994|802|315|Secretary|1|Benjamin|Sims||
1995|803|315|Vice President|2|Joshua|Davis||
1996|803|315|Vice President|2|Virginia|Webb|OD|
1997|803|315|Vice President|2|Matthew|Turner||
1998|803|315|Vice President|2|Laura|Hill|DVM|
1999|804|315|President|1|Christopher|Cook||
2000|805|316|President|1|Frank|Freeman|BSc|
2001|805|316|President|1|Anna|Davis|MSW|With a background in journalism and a passion for storytelling, this individual has dedicated their career to shining a light on important issues and amplifying the voices of those who are often overlooked. Through their work as a writer and reporter, they have challenged the status quo and sparked meaningful conversations about pressing social and political issues.
2002|806|316|Vice President|1|Brandon|Henry|PharmD|
2003|806|316|Vice President|1|Sharon|Stewart||
2004|806|316|Vice President|1|Sharon|Reyes||
2005|807|317|Secretary|1|Emma|Hudson||
2006|807|317|Secretary|1|Harold|Sullivan|DVM|
2007|808|318|Secretary|1|Roger|Nguyen||
2008|809|318|Vice President|2|Wayne|Martinez||
2009|809|318|Vice President|2|Stephen|Lewis|MSL|
2010|809|318|Vice President|2|Laura|Shaw|DPT|
2011|809|318|Vice President|2|Benjamin|Watkins|MSLIS|As a seasoned healthcare professional, this individual brings a wealth of experience and expertise to their role as a nurse practitioner. Their compassionate approach to patient care and commitment to staying abreast of the latest medical advancements have made them a trusted ally in promoting health and wellness within their community.
2012|810|319|President|1|Alexander|Walker||
2013|810|319|President|1|Ethan|Armstrong|MFA|
2014|810|319|President|1|Nicholas|Richards||
2015|811|320|Vice President|1|Andrew|Elliott|MBA|As a seasoned educator and advocate for lifelong learning, this individual has dedicated their career to empowering others through education. With a deep-rooted belief in the transformative power of knowledge, they have championed initiatives to improve access to education for all, regardless of background or circumstance. Their innovative teaching methods and commitment to fostering a culture of inclusivity have inspired countless students to reach their full potential and make a positive impact on the world.
2016|811|320|Vice President|1|Anthony|Morrison||
2017|811|320|Vice President|1|Frank|Fisher||
2018|811|320|Vice President|1|Betty|Evans|PsyD|
2019|812|321|Treasurer|1|Joshua|Rice||
2020|812|321|Treasurer|1|Harold|Green||
2021|812|321|Treasurer|1|Gary|Parker|MPA|
2022|813|321|Vice President|2|Harry|Lopez||With a background in social work and a passion for advocacy, this individual has dedicated their life to fighting for social justice and equality. Through their work with marginalized communities, they have witnessed firsthand the impact of systemic injustice and inequality on people's lives. Their tireless advocacy efforts, from organizing grassroots movements to lobbying for policy change, have helped to bring about meaningful progress in the fight for a more just and equitable society.
2023|813|321|Vice President|2|Maria|Fox||
2024|814|322|Vice President|1|Victor|Sullivan||
2025|815|322|President|1|Deborah|Franklin|MSc|
2026|815|322|President|1|Rachel|Ramirez|MDiv|
2027|816|322|Secretary|1|Justin|Hawkins|DDS|
2028|817|322|Treasurer|1|Emma|Simpson|PhD|
2029|817|322|Treasurer|1|Martha|Burton||With a passion for innovation and a commitment to excellence, this individual has dedicated their career to pushing the boundaries of technology. Their pioneering work in the field of artificial intelligence has led to breakthroughs that have revolutionized industries ranging from healthcare to finance. With a relentless drive for problem-solving and a keen eye for detail, they continue to be at the forefront of cutting-edge research, shaping the future of technology for generations to come.
2030|817|322|Treasurer|1|Rose|Martinez||
2031|817|322|Treasurer|1|Kevin|Elliott|PhD|
2032|818|323|Vice President|2|Aaron|Stone||
2033|819|324|Secretary|1|Jacqueline|Perry||
2034|819|324|Secretary|1|Olga|Butler|MEd|
2035|820|324|Vice President|1|Rachel|Hill||
2036|821|324|President|1|Connie|Diaz||
2037|822|325|Secretary|1|Alice|Fox|BSc|
2038|822|325|Secretary|1|Aaron|Cunningham||
2039|823|325|Treasurer|1|Susan|Mccoy|RN|
2040|824|325|Vice President|1|Eugene|Fowler|RN|
2041|825|325|President|1|Debra|Long|MFA|
2042|826|326|Treasurer|1|Julie|Wallace||
2043|826|326|Treasurer|1|Kathleen|Mcdonald||
2044|826|326|Treasurer|1|Zachary|Alexander||
2045|827|326|Secretary|1|Janice|Moore|MS|
2046|827|326|Secretary|1|Jacqueline|Wallace|MA|
2047|827|326|Secretary|1|Patricia|Washington||
2048|827|326|Secretary|1|Joshua|Morales|EdD|
2049|828|327|Treasurer|1|Walter|Hart|MBA|
2050|829|327|Secretary|1|Diane|Simpson|MSW|
2051|829|327|Secretary|1|Gerald|Patterson|BSc|
2052|830|327|President|1|Anna|Phillips||
2053|830|327|President|1|Thomas|Oliver||
2054|830|327|President|1|Alexander|Watkins||
2055|830|327|President|1|Ethan|Alexander|MSc|
2056|831|327|Vice President|2|Donna|Silva|DO|
2057|831|327|Vice President|2|Heather|Morrison|LLM|
2058|831|327|Vice President|2|Deborah|Lawson|MPA|
2059|832|328|Treasurer|1|Cheryl|Duncan||
2060|833|328|Secretary|1|Dorothy|Lane||
2061|833|328|Secretary|1|Louis|Phillips||
2062|834|328|President|1|Susan|Crawford|DPT|
2063|834|328|President|1|Vicki|Porter|MPH|
2064|834|328|President|1|Julie|Henry||
2065|834|328|President|1|Sean|Hernandez|DC|
2066|835|329|President|1|Dennis|Gray|MDiv|
2067|835|329|President|1|Matthew|Boyd|DC|
2068|835|329|President|1|Susan|Boyd||
2069|835|329|President|1|Pamela|Reid||
2070|836|329|Treasurer|1|Marilyn|Mccoy|MSW|
2071|836|329|Treasurer|1|Olga|Morrison||
2072|837|329|Vice President|2|Doris|Patterson||
2073|837|329|Vice President|2|Jesse|Green||
2074|837|329|Vice President|2|Shirley|Taylor||
2075|837|329|Vice President|2|Lisa|Mitchell|RN|
2076|838|329|Secretary|1|Jean|Little|MPhil|With a background in journalism and a passion for storytelling, this individual has dedicated their career to shining a light on important issues and amplifying the voices of those who are often overlooked. Through their work as a writer and reporter, they have challenged the status quo and sparked meaningful conversations about pressing social and political issues.
2077|838|329|Secretary|1|Lawrence|Patterson||An accomplished artist with a unique vision and a talent for storytelling, this individual has captivated audiences around the world with their creative work. From evocative paintings that explore the complexities of the human experience to thought-provoking installations that challenge conventional wisdom, they have established themselves as a leading voice in the art world. With a deep appreciation for beauty and a commitment to pushing artistic boundaries, they continue to inspire others with their creativity and passion.
2078|838|329|Secretary|1|Cheryl|Ferguson|MPH|
2079|838|329|Secretary|1|Roy|Ward||
2080|839|330|President|1|Raymond|Adams|MA|A tireless advocate for environmental conservation and sustainable development, this individual has dedicated their career to protecting our planet for future generations. Through their work in research, education, and advocacy, they have raised awareness about pressing environmental issues and mobilized communities to take action in defense of our natural world.
2081|840|331|Treasurer|1|Richard|Ford|PhD|
2082|840|331|Treasurer|1|Charles|Shaw||
2083|840|331|Treasurer|1|Joshua|Green||
2084|840|331|Treasurer|1|Jacob|Alvarez|DDS|
2085|841|331|Secretary|1|Kathy|Murray|DDS|
2086|842|331|President|1|John|Hunt||
2087|842|331|President|1|Emily|Torres||
2088|842|331|President|1|Alice|Stevens|LLM|With a background in finance and a keen eye for detail, this individual has established themselves as a trusted advisor in the world of investment management. Their strategic insights and prudent decision-making have consistently delivered strong returns for their clients, earning them a reputation as a savvy investor and a thought leader in the financial sector.
2089|842|331|President|1|Laurie|Ward||
2090|843|332|Secretary|1|Kathleen|Thomas||
2091|843|332|Secretary|1|Zachary|Davis||
2092|843|332|Secretary|1|Kathryn|Gonzales|DPT|
2093|844|332|Treasurer|1|Laurie|Olson|DPT|
2094|845|332|President|1|Mildred|Williams|LLM|
2095|845|332|President|1|Eric|Cox|BSN|
2096|846|332|Vice President|1|Kenneth|Stewart||With a background in social work and a passion for advocacy, this individual has dedicated their life to fighting for social justice and equality. Through their work with marginalized communities, they have witnessed firsthand the impact of systemic injustice and inequality on people's lives. Their tireless advocacy efforts, from organizing grassroots movements to lobbying for policy change, have helped to bring about meaningful progress in the fight for a more just and equitable society.
2097|846|332|Vice President|1|Tyler|Burns||
2098|846|332|Vice President|1|Jacob|Howell||With a background in environmental science and a passion for conservation, this individual has dedicated their career to protecting our planet for future generations. Through their research and advocacy work, they have raised awareness about the urgent need to address pressing environmental issues such as climate change and biodiversity loss. Their tireless efforts to promote sustainable practices and preserve natural habitats have made a significant impact on efforts to safeguard our planet's fragile ecosystems.
2099|846|332|Vice President|1|Bonnie|Stephens|MSc|
2100|847|333|Secretary|1|Wayne|Price|MSLIS|
2101|848|334|President|1|Douglas|Berry||A seasoned educator with a flair for curriculum development, this individual has spent years shaping the minds of future generations. Their commitment to fostering a love of learning and critical thinking skills among students has earned them accolades from colleagues and students alike, establishing them as a respected figure in the field of education.
2102|849|335|Secretary|1|Jerry|Murray||
2103|850|335|President|1|Diane|Bradley|MPH|
2104|850|335|President|1|Shirley|Fisher||
2105|850|335|President|1|Diane|Martinez|JD|
2106|851|335|Vice President|1|Ruth|Peterson||
2107|851|335|Vice President|1|Robert|Black|EdD|
2108|851|335|Vice President|1|Donna|Barnes|MSW|With a background in healthcare and a passion for serving others, this individual has devoted their life to improving the well-being of their community. Whether it's providing compassionate care to patients in need or advocating for policies that promote public health, they have consistently demonstrated a commitment to making a difference. Their unwavering dedication to their profession and their tireless efforts to address the evolving needs of society have earned them the respect and admiration of colleagues and peers alike.
2109|851|335|Vice President|1|Shirley|Graham||
2110|852|335|Treasurer|1|Harold|Brooks|PhD|
2111|853|336|Secretary|1|Arthur|Watson||
2112|854|336|Treasurer|1|Joe|Wright|EdD|
2113|854|336|Treasurer|1|Kevin|George||
2114|855|337|President|1|Louis|Riley|PharmD|
2115|855|337|President|1|Justin|Ellis||
2116|855|337|President|1|Jesse|Peters||A seasoned journalist and storyteller, this individual has spent their career shining a light on important issues and giving voice to the voiceless. Whether it's reporting from conflict zones around the world or uncovering corruption and injustice in their own community, they have demonstrated a fearless commitment to truth and integrity in journalism. Their dedication to holding power to account and amplifying marginalized voices has earned them recognition as a trusted and respected journalist.
2117|856|338|Secretary|1|Kimberly|Cook|DPT|
2118|856|338|Secretary|1|Louis|Sims||
2119|856|338|Secretary|1|Dorothy|Romero|MPhil|As a seasoned educator and advocate for lifelong learning, this individual has dedicated their career to empowering others through education. With a deep-rooted belief in the transformative power of knowledge, they have championed initiatives to improve access to education for all, regardless of background or circumstance. Their innovative teaching methods and commitment to fostering a culture of inclusivity have inspired countless students to reach their full potential and make a positive impact on the world.
